LEA,SCHOOL_NAME,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1617_ESSA,1718_ESSA,1819_ESSA,2021_ESSA,2122_ESSA,2223_ESSA,1617_SQSS,1718_SQSS,1819_SQSS,2021_SQSS,2122_SQSS,2223_SQSS
5201001,Bearden Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.84,67.78,69,58.55,59.76,61.27,67.79,64.58,62.81,47.47,40.5,42.56
5201002,Bearden High School,18.35,17.25,17.85,17.72,17.3,16.88,17.81,63.92,63.59,60.93,58.2,60.03,61.76,48.51,46.81,45.83,45.7,44,54.61
5204021,Fairview Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.46,67.02,66.33,54.57,59.14,59.26,55.57,56.43,56.54,61.16,51.76,35.81
5204023,Camden Fairview High School,17.06,16.9,16.93,17.12,16.56,16.31,16.53,60.43,60.32,57.87,53.44,54.34,53.92,44.43,45.13,45.83,44.84,42.58,43.39
5204025,Ivory Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.7,65.8,65.13,50.55,56.48,N/A,50.5,48.33,48.53,34.33,34.04,N/A
5204026,Camden Fairview Intermediate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.86,59.76,62.77,49.88,55.5,55.11,44.22,43.13,40.98,28.72,30.09,32.15
5204028,Camden Fairview Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.31,58.89,59.39,52.7,53.01,54.52,43.19,42.39,42.55,39.17,29.96,35.43
5205011,Sparkman Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.77,57.73,66.8,N/A,N/A,N/A,40.76,41.98,56.51,N/A,N/A,N/A
5205012,Sparkman High School,20.44,18.57,19.67,16.6,N/A,N/A,N/A,58.11,55.6,57.57,N/A,N/A,N/A,44.75,43.87,44.78,N/A,N/A,N/A
5205028,Harmony Grove Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.4,75.16,75.93,71.49,75.38,72.43,58.23,59.05,57.52,62.61,54.3,55.62
5205029,Harmony Grove High School,19.74,18.73,19.17,19.04,18.95,19.36,17.96,70.49,68.57,72.15,69.27,73.43,72.97,56.81,54.63,60.03,59.58,61.24,61.02
5206032,Stephens Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5206033,Stephens High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5301001,Anne Watson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.99,66.34,69.81,68.33,69.9,67.3,54.89,49.68,52.98,64.57,64.72,61.68
5301002,Bigelow High School,20.44,19.63,18.73,19,20.35,20.61,17.77,67.94,70.23,71.58,69.21,68.83,70.43,57.89,54.82,55.57,61.69,55.94,61.85
5303010,Perryville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.93,71.39,68.98,66.91,69.35,69.57,49.63,52.78,53.79,49.68,53.92,51.33
5303011,Perryville High School,19.25,19.36,18.5,19.01,18.64,18.58,17.86,68.33,68.92,67.92,64.37,64.1,65.37,51.25,50.13,51.59,43.32,46.7,47.83
5401002,Barton Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.05,68.87,72.35,57.36,61.64,62.57,55.88,50.34,54.15,43.06,41.03,44.19
5401003,Barton High School,17.84,17.74,17.2,17.02,16.57,16.52,17.57,59.52,62.92,64.27,56.66,58,56.15,45.15,45.21,43.5,36.43,38.05,43.9
5403019,Central High School,15.68,15.28,15.56,15.71,16.3,14.13,15.5,57.32,55.74,53.29,51.45,51.75,53.52,36.35,34.79,38.23,35.06,37.87,43.4
5403020,Eliza Miller Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.45,N/A,N/A,N/A,N/A,N/A,56.52,N/A,N/A,N/A,N/A,N/A
5403021,Eliza Miller Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.83,N/A,N/A,N/A,N/A,N/A,35.55,N/A,N/A,N/A,N/A,N/A
5404030,Marvell-Elaine Elementary Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.22,56.56,55.44,51.36,48.46,51.66,48.23,50.1,51.87,52.79,41.56,45.21
5404032,Marvell-Elaine High School,16.13,15.6,15.09,16.17,13.56,14.48,13.65,55.68,52.33,51.87,46.04,46.45,48.52,38.46,39.99,42.48,36.99,29.19,30.18
5440701,Kipp Delta Elem Literacy Acad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.46,60.8,61.01,58.32,58.08,60.34,48.25,43.73,46.24,62.92,30.75,37.26
5440702,Kipp:delta College Prep School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.68,64.14,63.95,54.58,62.05,64.39,44.69,44.8,46.2,45.24,48.83,51.99
5440703,Kipp:delta Collegiate High Sch,19.42,18.56,19.32,18.23,17.63,16.31,16.53,64.71,57.71,60.44,56.44,54.43,56.96,37.95,44.59,49,50.98,41.51,48.22
5440705,Kipp: Blytheville College Prep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.7,60.68,62.35,55.9,55.7,53.97,39.91,37.96,45.02,51.12,47.09,39.78
5502006,Centerpoint Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.19,N/A,N/A,N/A,N/A,N/A,62.97,N/A,N/A,N/A,N/A,N/A
5502008,Centerpoint Intermediate Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.32,N/A,N/A,N/A,N/A,N/A,54.77,N/A,N/A,N/A,N/A,N/A
5502010,Centerpoint High School,19.8,19.87,19.77,19.29,18.06,N/A,N/A,69.14,66.31,70.45,61.72,N/A,N/A,54.74,53.46,60.19,51.08,N/A,N/A
5503010,Kirby Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.29,64.94,64.97,67.22,63.78,70.07,47.61,41.72,46.52,58.99,63.27,62.98
5503011,Kirby High School,19.14,19.9,18.08,19.56,17.59,17.79,17.3,64.31,62.97,69.15,63.3,62.46,63.31,48.79,56.48,54.14,53.86,56.42,55.85
5504001,Delight Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.4,72.58,80.42,76.35,N/A,N/A,60.79,67.9,64.89,71.24,N/A,N/A
5504014,Murfreesboro Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.75,70.6,71.32,67.06,70.93,72.34,51.1,62.4,53.3,54.6,55.14,53.45
5504015,Murfreesboro High School,20.39,18.21,19.29,17.63,18.91,18.28,18.57,68.78,67.68,69.7,66.7,66.87,67.08,56.35,60.03,55.65,57.78,51.58,52.33
5602005,Harrisburg Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.28,66.11,65.69,66.14,67.59,68.57,46.56,51.71,50.65,64.92,58.16,63.02
5602007,Harrisburg High School,18.4,N/A,N/A,N/A,N/A,N/A,N/A,57.68,N/A,N/A,N/A,N/A,N/A,45.42,N/A,N/A,N/A,N/A,N/A
5602008,Harrisburg Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.94,67.77,69.25,65.05,N/A,N/A,50.74,48.2,41.28,47.85,N/A,N/A
5602031,Weiner Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.73,78.99,82.11,87.14,81.77,82.25,68.85,72.89,64.65,68.85,66.79,76.41
5604015,Marked Tree Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.49,69.58,73.04,68.14,66.2,62.77,42.87,43.97,49.57,49.31,41.99,39.42
5604017,Marked Tree High School,20.75,17.26,16.95,16.78,17.36,16.7,15.33,62.34,62.69,59.49,57.93,56.19,60.47,44.85,41.29,43.59,42.59,38.39,42.96
5604018,Marked Tree Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.8,63.24,62.87,N/A,N/A,N/A,45.58,45.31,44.63,N/A,N/A,N/A
5605001,Trumann Intermediate Sch 5-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.17,N/A,N/A,N/A,N/A,N/A,48.72,N/A,N/A,N/A,N/A,N/A
5605021,Cedar Park Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.88,66.05,69.12,61.71,59.87,57.68,63.25,57.56,62.19,60.55,45.68,33.15
5605023,Trumann High School,18.25,18.78,17.76,17.86,17.75,17.48,17.02,66.2,63.15,65.13,62.37,62.46,60.24,55.98,53.26,55.19,54.44,49.57,45.19
5605024,Trumann Intermediate School7-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.31,64.82,64.35,60.65,59.63,61.44,51.75,47.03,51.76,47.73,42.76,40.87
5608034,Lepanto Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.66,70.47,77.19,71.54,66.08,67.85,57.81,54.27,64.79,70.31,43.28,64.53
5608035,Tyronza Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.51,70.49,69.46,68.88,66.14,65.47,48.32,50.26,48.22,52.56,43.7,48.67
5608037,East Poinsett Co. High School,17.88,18.22,18.77,17.12,16.76,16.69,18.65,67.01,66.22,65.74,65.3,67.72,68.67,46.44,51.98,54.58,50.85,49.4,54.87
5703009,Louise Durham Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.2,73.76,71.6,76.43,72.22,66.8,65.53,61.41,52.56,95.59,64.61,47.68
5703010,Holly Harshman Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.03,73.92,72.26,70.3,71.01,66.78,57.76,62.46,56.92,54.76,56.54,47.53
5703011,Mena Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.3,71.09,72.39,69.99,71.43,69.37,58.84,51.11,52.18,57.1,49.02,50.65
5703012,Mena High School,20.34,20.64,20.13,20.32,19.22,19.28,19.34,70.99,69.15,68.48,63.38,67.59,66.25,59.89,52.82,51.58,41.9,49.82,52.42
5706001,Acorn Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.76,71.33,71.94,66.48,69.01,68.65,60.47,53.82,54.45,56.04,53.21,47.63
5706002,Acorn High School,19.92,19.62,19.65,19.41,20,17.75,17.98,70.33,69.01,71.22,67.45,65.53,66.19,53.45,55.39,55.75,61.13,53.81,52.12
5706010,Oden Maddox Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.16,N/A,N/A,N/A,N/A,N/A,60.83,N/A,N/A,N/A,N/A,N/A
5706011,Oden High School,19.17,N/A,N/A,N/A,N/A,N/A,N/A,74.21,N/A,N/A,N/A,N/A,N/A,50.85,N/A,N/A,N/A,N/A,N/A
5707016,Umpire Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5707017,Umpire High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5707019,Van Cove Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.76,72.96,65.92,70.37,61.89,N/A,56.82,51.32,44.12,65.04,43.12,N/A
5707021,Wickes Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.09,78,76.08,74.97,74.89,73.29,58.07,59.36,55.89,55.18,58.07,53.35
5707023,Cossatot River High School,18.59,19.25,18.07,18.3,18.48,17.5,17.92,66.9,64.67,66.5,66.71,63.97,64.98,51.06,47.71,46.92,56.75,46.99,48.15
5801001,Atkins Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.93,68.97,72.62,64.8,65.02,60.24,51.8,57.44,62.18,57.58,63.15,43.97
5801002,Atkins High School,20.4,19.33,20.47,20.41,19.32,19.77,18.86,69.28,70.44,66.88,62.58,63.73,65.16,55.22,54.08,54.72,48.65,53,52.62
5801003,Atkins Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.33,73.66,74.69,69.22,72.8,72.59,57.05,55.58,55.32,51.18,55.27,55.61
5802006,Dover High School,19.3,19.04,20.38,19.49,20.21,19.88,19.39,69.12,67.71,65.96,66.27,65.13,64.84,53.24,51.58,52.08,52.38,49.87,52.03
5802008,Dover Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.06,74.08,74.87,70.93,72.43,70.66,58.53,55.07,58.41,56.69,49.72,50.63
5802009,Dover Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.13,75.74,81.59,75.84,72.33,74.28,61.86,61.24,67.48,69.96,52.35,59.15
5803009,Hector Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.57,67.62,64.63,65.66,65.04,63.11,52.22,45.99,46.8,53.59,43.63,48.03
5803010,Hector High School,19.27,19.82,21.08,18.48,19.19,18.97,19.41,70.37,65.17,70.4,61.51,63.82,67.54,55.14,54.48,56.81,48.74,44.73,49.64
5804013,Pottsville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.6,85.53,87.92,83.68,78.51,86.22,72.8,74.69,74.19,75.99,66.86,69.91
5804014,Pottsville High School,21.76,21.51,20.62,21.45,20.83,19.92,19.13,73.34,73.67,74.8,68.92,70.97,71.58,58.49,61.33,59.31,52.46,54.91,56.76
5804015,Pottsville Middle Grade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.24,84.4,82.12,79.8,75.23,76.73,63.45,66.89,65.26,64.89,61.14,59.43
5804016,Pottsville Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.95,73.97,74.91,68.96,70.69,69.57,62.52,63.75,65.86,56.84,58.5,61.4
5805017,Crawford Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.22,69.95,75.15,66.14,63.35,63.77,42.28,45.22,52.7,56.45,35.71,41.75
5805018,Dwight Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.42,77.61,78.86,70.36,71.03,61.09,59.2,58.59,62.95,56.89,56.44,46.02
5805019,London Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.92,76.44,77.41,65.63,66.77,71.95,58.05,61.96,70.62,58.12,55.68,50.71
5805020,Oakland Heights Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.44,70.16,73.89,65.6,62.81,67.49,57.77,54.24,60.39,62.23,43.07,52.41
5805021,Sequoyah Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.89,82.6,84.29,85.78,79.42,79.88,60.14,62.02,70.88,81.85,59.42,64.58
5805022,Russellville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.73,74.12,74.02,68.84,71.59,68.26,63.45,58.57,58.09,45.27,51.52,49.32
5805023,Russellville Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.49,73.78,74.06,69.14,69.01,67.63,66.49,62.63,63.54,60.09,58.65,55.56
5805024,Russellville High School,20.77,20.48,20,20.05,20.48,19.94,19.81,67.29,68.86,67.58,66.98,67.76,64.9,52.63,55.08,54.4,50.67,52.21,51.92
5805025,Center Valley Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.35,87.29,85.32,81.21,74.89,78.78,77.25,67.82,68.25,75.83,60.76,58.64
5805026,Russellville Upper Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.26,76.26,79.21,70.77,69.19,74.58,58.53,56.97,58.5,48.83,49.87,53.67
5901001,Des Arc Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.91,82.83,83.96,75.21,79.94,75.26,61.8,61.12,59.16,54.45,59.45,54.85
5901002,Des Arc High School,17.76,19.44,20.43,20.9,20.37,20.24,19.66,78.01,76.6,76.06,74.38,75.11,71.06,61.4,57.5,59.02,62.8,57.54,55.7
5903011,Hazen Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.17,65.47,66.91,62.72,63.5,66.63,49.57,48.14,51.9,51.31,52.19,51.79
5903012,Hazen High School,18.79,18.12,19.89,16.53,15.79,18.03,17.26,68.97,66.95,64.49,63.19,64.63,61.53,56.46,50.66,49.58,49.43,52.39,46.2
6001001,Central High School,21.5,21.75,21.46,21.65,21.25,21.78,20.76,67.38,65.84,67.69,61.25,64.92,64.76,55.2,54.11,54.63,51.29,47.89,51.06
6001002,Hall High School,16.18,15.1,15.7,14.42,N/A,N/A,N/A,47.39,47.34,48.64,N/A,N/A,N/A,34.31,32.79,35.83,N/A,N/A,N/A
6001003,Mann Magnet Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.43,68.3,65.92,58.52,59.31,57.08,54.82,50.33,47.12,44.86,39.85,37.98
6001005,Parkview Magnet High School,20.59,19.66,19.7,18.9,18.27,18.19,18.43,70.72,65.9,67.49,63.67,62.51,62.58,57.31,52.59,55.7,50.36,47.33,49.03
6001006,Booker Arts Magnet Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.2,65.36,64.3,51.08,56.18,N/A,53.72,53.07,50.91,35.05,36.03,N/A
6001007,Dunbar Magnet Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.99,58.35,57.18,50.4,49.27,49.92,51.43,39,36.34,39.62,30.04,25.33
6001009,Forest Heights Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001010,Pulaski Heights Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.55,68.22,68.18,62.13,67.75,64.88,58.78,51.72,49.91,54.96,52.14,48.99
6001013,Henderson Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.71,55.87,52.51,46.89,N/A,N/A,32.37,32.63,30.94,29.93,N/A,N/A
6001017,Bale Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.74,57.17,59.33,50.27,53.76,51.07,44.99,42.19,46.14,29.53,30.44,26.98
6001018,Brady Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.57,61.34,59.54,46.57,53.64,51.76,46.69,44.54,41.78,29.31,31.67,26.01
6001020,McDermott Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.52,62.72,63.61,50.62,53.15,55.1,48.97,47.11,45.12,29.76,28.47,31.29
6001021,Carver Magnet Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.49,70.04,65.51,52.68,56.59,58.55,55.6,56.13,49.84,40.59,38.08,34.96
6001023,Fair Park Early Childhood Ctr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001024,Forest Park Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.39,85.1,88.58,85.63,82.33,80.36,81.26,74.36,76.18,75.52,64.96,70.17
6001025,Franklin Incentive Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.01,N/A,N/A,N/A,N/A,N/A,48.04,N/A,N/A,N/A,N/A,N/A
6001027,Gibbs Magnet Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.43,75.29,80.49,64.8,72.78,69.21,69.25,63,65.49,58.69,58.09,53.42
6001029,Western Hills Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.79,64.05,63.14,51.68,54.43,52.12,42.83,47.88,43.79,30.31,30.95,25.56
6001030,Jefferson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.54,85.52,87.99,81.9,82.44,84.8,70.87,74.35,75.13,73.96,71.18,67.48
6001033,Meadowcliff Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.22,61.34,58.06,53.01,53.59,N/A,46.82,47.46,39.82,39.52,30.9,N/A
6001035,M.L. King Magnet Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.05,58.8,59.43,48.36,49.74,49.66,53.88,42.36,43.55,33.57,28.96,29.03
6001038,Pulaski Heights Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.47,74.11,74.47,70.83,74.63,69.48,65.99,63.02,62.46,57.87,59.28,53.11
6001040,Romine Interdist. Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.06,55.51,60.37,47.27,N/A,N/A,46.4,38.12,41.85,31.56,N/A,N/A
6001041,Stephens Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.82,56.18,58.46,47.27,50.4,49.79,39.47,40.25,36.46,30.23,30.62,26.43
6001042,Washington Magnet Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.9,54.09,55.97,49.76,49.75,52.16,47.8,42.04,39.41,26.63,21.87,24.13
6001043,Williams Magnet Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.06,78.41,78.83,67.12,69.96,69.74,69.46,67.31,66.75,59.05,56.86,55.51
6001044,Wilson Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.12,N/A,N/A,N/A,N/A,N/A,42.3,N/A,N/A,N/A,N/A,N/A
6001045,Woodruff Early Childhood Ctr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001047,Terry Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.22,67.74,71.82,59.38,56.93,59.39,55.25,56.19,56.84,46.59,43.17,41.68
6001048,Fulbright Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.15,71.63,74.12,68.4,69.1,68.69,63.17,58.57,62.38,59.28,53.66,53.7
6001050,Rockefeller Incentive Elem.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.82,62.89,64.44,N/A,N/A,N/A,58.46,45.07,43.85,N/A,N/A,N/A
6001052,Baseline Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.35,59.61,56.85,48.41,50.28,53.46,47.83,45.12,43.24,27.92,27.69,27.44
6001055,David O. Dodd Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.37,64.57,63.45,59.44,N/A,N/A,49.26,51.25,51.53,49.74,N/A,N/A
6001056,Geyer Springs Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001057,Mabelvale Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.24,58.6,59.86,48.64,50.3,54.09,44.91,43.39,43.48,33.61,31.12,32.1
6001058,Otter Creek Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.63,65.51,68.5,52.31,57.05,59.06,53.8,51.04,53.26,37.03,40.6,38.82
6001059,Wakefield Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.19,66.9,68.84,61.38,63.3,62.81,50.57,45.78,45.34,40.42,38.75,40.75
6001062,Mabelvale Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.42,58.94,55.94,50.79,50.97,50.86,36,36.13,34.28,32.23,24.96,25.46
6001063,J.A. Fair High School,16.17,15.79,15.46,14.94,N/A,N/A,N/A,52.04,47.27,48.11,N/A,N/A,N/A,39.25,32.51,33.7,N/A,N/A,N/A
6001064,McClellan Magnet High School,15.81,15.98,15.71,15.24,N/A,N/A,N/A,48.85,48.18,48.49,N/A,N/A,N/A,33.6,32.39,34.65,N/A,N/A,N/A
6001067,Alternative Agencies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.19,N/A,N/A,N/A,N/A,N/A,47.15,N/A,N/A,N/A,N/A,N/A
6001068,Accelerated Learning Program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001070,W.D. Hamilton Learning Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001071,Watson Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001072,Chicot Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6001073,Don Roberts Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.36,87.61,86.5,81.63,84.85,85.73,72.54,72.43,75.41,77.45,70.07,68.79
6001702,Cloverdale Aerospace Tech Char,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002050,Amboy Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.82,69.37,65.83,55.94,56.03,56.65,44.92,48.77,44.2,34.8,31.06,33.89
6002054,Boone Park Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.38,58.05,59.35,52.25,51.81,47.29,47.16,44.48,44.65,35.39,30.14,29.78
6002055,Crestwood Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.23,85.64,82.46,74.5,74.93,76.27,70.56,71.06,69.11,64.43,56.49,63.4
6002056,Glenview Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.25,59.43,58.95,50.69,48.99,56.51,52.39,46.52,41.36,28.7,26.11,35.84
6002057,Indian Hills Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.77,71.24,69.98,60.58,61.17,63.94,59.67,58,54.59,48.52,41.93,46.39
6002058,Lakewood Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.3,76.93,75.68,69.24,70.22,72.61,64.09,67.4,60.77,54.7,50.31,54.04
6002060,Lynch Drive Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002061,Meadow Park Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.98,66.99,61.49,56.77,59.38,63.24,43.37,44.31,35.65,34.88,32.53,36.05
6002063,No. Heights Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002064,Park Hill Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002065,Pike View Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002067,Redwood Pre-School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002069,Seventh Street Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.31,54.06,56.73,44.49,49.77,49.54,42.02,34.22,32.89,23.33,30.29,31.08
6002070,Lakewood Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.3,63.62,64.01,59.53,57.95,55.9,45.57,45.72,47.75,40.45,35.51,35.96
6002080,North Little Rock Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6002081,Ridgeroad Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
