LEA,SCHOOL_NAME,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1617_ESSA,1718_ESSA,1819_ESSA,2021_ESSA,2122_ESSA,2223_ESSA,1617_SQSS,1718_SQSS,1819_SQSS,2021_SQSS,2122_SQSS,2223_SQSS
101001,Dewitt Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.47,68.43,72.04,67.81,67.73,69.78,46.45,54.05,53.83,57.04,55.68,55.42
101003,Dewitt Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.94,71.62,73.55,71.51,70.3,68,53.8,53.22,57.06,53.45,51.09,49.51
101004,Dewitt High School,18.39,18.85,19.13,18.63,17.7,18.34,19.19,63.3,64.95,69.05,64.32,67.39,67.89,50.54,55.46,57.47,48.65,57.22,57.91
101008,Gillett Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.52,81.48,81.06,81.8,N/A,N/A,66.57,69.66,68.9,67.13,N/A,N/A
104021,Park Avenue Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.71,67.98,65.63,59.17,57.58,63.41,64.76,59.78,57.79,59.03,47.95,50.49
104023,Meekins Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.29,65.25,65.11,61.81,56.92,58.85,44.78,48.05,47.5,46.44,41.34,36.63
104025,Stuttgart High School,18.66,19.16,18.68,18.57,18.17,17.26,17.91,64.52,64.16,63.4,60.08,65.34,62.96,48.41,53.32,55.98,52.92,55.17,57
104026,Stuttgart Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.97,66.7,69.14,60.97,62.11,67.56,48.71,50.57,53.1,47.03,49.9,57.74
201001,Crossett Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.74,65.3,66.23,61.31,56.85,58.27,48.97,48.96,57.72,54.31,43.42,45.97
201006,Crossett High School,19.21,18.64,18.1,17.5,17.68,17.92,17.66,60.99,60.82,62.84,60.78,60.29,56.75,48.34,50.14,52.55,47.92,47.54,47.34
201008,Crossett Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.94,62.99,63.99,55.58,57.3,56.71,48.34,45.59,49.5,43.14,37.86,38.33
203017,Hamburg Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.88,68.32,67.22,60.7,66.54,62.27,46.2,52.21,51.08,51.72,46.21,41.96
203018,Hamburg High School,19.61,17.9,19.42,17.9,17.43,17.2,17.75,65.53,64.5,63.47,59.21,63.12,63.32,52.94,49.3,51.27,38.75,44.72,48.29
203019,Wilmot Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203020,Noble/Allbritton Elementary Sc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.34,65.42,67.26,62.54,63.66,66.71,44.14,42.53,45.07,72.38,38.91,44.58
203027,Portland Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.61,70.28,79.31,62.79,64.74,62.92,54.13,60.94,71.2,53.51,46.21,44.42
302006,Amanda Gist Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.69,76.46,73.11,69.96,70.49,73.49,64.26,61.52,57.96,61.59,58.36,55.09
302007,Cotter High School,20.17,20.91,20.76,19.5,19.6,19.05,18.23,72.6,66.84,67.08,65.01,65.62,65.4,58.15,54.64,53.98,53.97,52.85,53.53
303013,Nelson Wilks Herron Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.6,74.34,76.08,74.03,71.35,68.84,71.69,70.3,74.86,83.03,59.01,46.93
303014,Pinkston Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.24,72.92,74.58,74.01,72.67,70.87,55.49,53.61,57.18,55.18,53.04,47.81
303018,Mountain Home Kindergarten,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.2,73.49,75.1,73.37,72.08,69.25,69.04,64.69,68.33,78.65,63.9,49.66
303019,Mountain Home Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.6,73.43,65.81,N/A,N/A,N/A,57.41,57.74,48.73,N/A,N/A,N/A
303024,Hackler Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.27,72.29,73.62,70.13,70.28,69.09,56.15,56.66,58.45,57.08,51.91,48.63
303703,Mtn Home High Career Academics,20.91,20.64,20.7,20.68,20.93,19.98,19.85,72.22,69.54,68.64,67.16,68.03,67.76,56.61,54.85,57.67,53.52,55.59,54.54
304021,Norfork Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.01,77.88,74.08,68.49,67.24,70.58,60.7,60.84,59.03,66.29,56.79,58.01
304022,Norfork High School,21.92,20.26,20.91,19.57,19.63,22,18.5,77.47,73.6,73.9,65.34,64.2,63.18,60.14,58.03,58.2,52.38,58.93,47.54
401001,Thomas Jefferson Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.84,76.92,78.02,78.75,81.31,78.5,64.83,65.04,61.9,71.68,68.63,56.8
401002,Washington Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.22,80.92,81.82,81.3,83.28,83.89,63.01,63.29,64.1,65.31,64.47,62.99
401003,Bentonville High School,23.11,23.83,22.97,23.19,23.09,22.94,22.9,78.33,78.4,78.21,77.55,78.72,78.76,62.23,65.71,65.3,66.04,66.8,68.02
401004,R.E. Baker Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.53,75.81,75.95,70.54,75.49,75.24,64.5,61.64,58.89,61.2,57.01,52.29
401005,Old High Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.32,76.06,77.06,75.57,76.41,77.56,65.41,61.15,61.14,60.95,59.67,60.27
401006,Sugar Creek Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.89,82.53,79.38,80.47,83.92,79.6,66.85,69.08,67.3,70.68,68.22,61.37
401007,Apple Glen Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.28,80.76,82.9,81.53,77.62,84.18,66.69,70.48,67.6,72.44,61.24,66.5
401008,Ardis Ann Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.35,80.56,78.98,76.23,77.88,77.8,64.57,63.78,61.88,59.19,60.74,59.23
401009,Elm Tree Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.25,82.72,79.66,83.69,78.11,74.84,68.57,69.06,62.42,77.02,63.29,60.45
401010,Lincoln Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.48,81.53,81.98,81.16,82.43,85.28,66.22,64.61,64.8,65.31,64.96,66.62
401011,Mary Mae Jones Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.1,76.16,75.81,71.69,75.61,69.09,60.3,61.78,56.95,64.33,55.51,50.97
401012,Central Park At Morning Star,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.28,86.61,84.23,75.46,77.56,77.9,75.6,74.2,70.7,68.6,60.5,62.52
401013,Ruth Barker Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.96,77.06,82.05,72.16,76.2,77.01,68.39,60.97,67.87,57.06,59.04,59.36
401014,Centerton Gamble Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.27,77.73,79.99,78.98,78.68,70.1,59.83,58.61,62.99,69.54,62.06,56.6
401015,Cooper Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.8,85.15,85.65,79.81,78.71,73.78,65.96,64.78,65.26,65.9,59.14,56.66
401016,Willowbrook Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.38,87.5,89.77,88.91,84.94,85.1,76.27,76.33,75.42,82.07,69.57,69.59
401017,Bright Field Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.12,87.55,86.98,85.66,87.82,84.91,75.13,75.26,75.01,72.5,72.17,68.32
401018,J. William Fulbright Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.53,86.13,82.18,85.27,84.43,84.55,72.91,70.79,65.62,72.86,69.18,68.55
402008,Decatur Northside Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.52,67.53,69.71,67.63,63.11,60.53,58.84,58.21,48.72,66.26,42.95,41.51
402009,Decatur High School,19.7,17.48,16.16,15.19,15.96,17.52,15.89,59.86,53.96,59.1,57.14,57.55,63.69,48.82,46.11,47.23,46.19,44.55,45.6
403013,Gentry Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.21,66.01,70.17,66.13,62.3,66.77,61.88,47.16,49.39,49.46,40.61,42.31
403014,Gentry High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403015,Gentry Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.01,74.78,74.25,66.45,65.62,66.88,58.59,53.4,52.37,47.05,44.07,49.22
403016,Gentry Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.57,68.43,72,70.13,63.71,66.88,64.26,63.35,61.55,76.09,50,43.07
404022,Gravette High School,21.31,20.71,20.25,20.03,20.84,19.92,19.92,66.81,70.92,73.8,67.18,70.22,66.84,51.54,53.73,58.34,56.37,55.11,57.29
404023,Glenn Duffy Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.85,74.58,71.24,71.54,68.81,68.09,58.85,69.07,57.64,75.73,57.94,53.41
404024,Gravette Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.11,78.9,79.61,78.2,77.91,76.23,64.9,63.44,63.8,65.05,59.06,58.56
404025,Gravette Upper Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.17,72.72,71.02,68.22,67.8,68.2,54.27,56.63,56.23,53.64,51.17,54.13
405031,Eastside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.46,81.36,81.33,77.81,79.18,81.34,63.59,61.01,59.8,61.32,62.68,61.19
405032,Garfield Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.15,82.69,74.83,66.48,73.02,79.57,63.39,62.74,57.97,62.34,55.23,56.2
405033,Lowell Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.07,79.39,79.55,72.17,67.58,69.1,64.73,59.33,61.27,58.09,48.94,47.31
405034,Northside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.51,73.35,74.02,72.92,72.14,69.34,57.41,58.26,58.54,65.68,57.91,46
405036,Westside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.45,75.12,72.48,73.34,71.6,70.51,61.08,60.56,57.89,63.12,56.43,51.01
405037,Elmwood Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.54,76.95,76.29,74.07,75.59,75.65,63.77,61.34,60.92,60.73,58.92,59.97
405039,Oakdale Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.39,71.43,71.1,67.15,67.6,67.02,57.28,55.15,54.21,52.57,48.46,49.79
405040,Grace Hill Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.51,66.77,63.49,69.22,69.98,67.51,50.91,47.59,48.15,56.49,53.28,43.52
405041,Bonnie Grimes Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.77,75.83,75.94,72.44,72.59,72.43,60.71,59.35,54.65,60.08,54.68,54.98
405042,Reagan Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.73,75.8,74.54,73.38,69.5,71.21,64.87,60.09,59.94,63.64,55.34,53.31
405043,Frank Tillery Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.54,75.45,78.26,73.72,75.55,77.64,56.55,57.58,58.1,59.55,58.29,56.48
405044,Joe Mathias Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.18,73.5,74.06,69.34,69.72,68.96,57.76,55.1,56.83,59.36,52.89,48.63
405045,Kirksey Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.95,77.42,76.91,71.6,71.92,70.28,63.36,61.47,57.75,58.71,53.01,52.67
405046,Lingle Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.65,74.71,73.75,69.69,70.76,69.74,55.65,57.43,56.16,56.16,52.23,51.03
405047,Bellview Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.87,86.17,84.83,83.59,81.35,82.75,74.6,73.16,72.78,74.66,67.51,66.3
405048,Rogers High School,20.98,21.09,20.15,19.43,19.81,19.47,19.4,69.41,69.41,70.11,67.1,67.45,66.14,55.8,56.34,55.69,54.44,51.73,52.03
405049,Jones Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.23,79.65,78.23,72.34,71.6,71.88,65.57,67.13,62.85,56,53.4,51.12
405050,Elza R. Tucker Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.87,75.68,79.24,76.01,72.35,73.39,61.84,60.22,63.35,65.35,55.06,55.29
405051,Old Wire Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.52,74.22,79.69,70.35,71.52,71.24,61.26,56.22,59.01,55.75,52.97,47.49
405052,Rogers Heritage High School,19.8,19.43,19.05,19.04,18.11,18.13,17.75,64.46,62.91,65.76,63.4,62.42,62.1,48.56,48.39,53.05,53.02,48.61,47.8
405053,Janie Darr Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.85,89.12,88.25,85.81,82.85,84.81,75.1,76.54,74.34,79.6,74.49,72.22
405703,Rogers New Technology High School,21.59,22.45,21.07,20.2,20.19,19.15,19.41,78.26,73.82,76.94,71.96,71.96,72.07,66.98,66.09,64.96,63.06,59.9,61.03
406045,Siloam Springs Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.19,72.52,73.12,72.02,69.8,69.71,53.52,54.36,57.21,61.49,57.61,54.67
406046,Northside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.21,71.3,69.83,71.84,69.32,65.67,61.8,57.8,57.19,73.09,55.47,47.59
406047,Southside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.03,70.48,69.03,68.64,68.72,65.29,47.22,52.36,51.87,51.7,51.42,45.07
406048,"Delbert ""pete"" & Pat Allen Ele",N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.13,72.38,71.45,72.8,73.52,66.46,67.9,65.02,67.99,79.43,83.46,52.9
406049,Siloam Springs Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.65,70.6,70.88,69.64,69.07,67.49,50.47,54.96,54.66,58.29,54.42,51.5
406050,Siloam Springs High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
407025,Pea Ridge Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.38,75.96,74.14,70.6,71.97,76.29,71.62,74.39,72.3,84.63,66.92,64.21
407026,Pea Ridge Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.24,74.34,72.26,66.21,70.45,75.88,64,63.59,59.72,55.38,56.77,61.53
407027,Pea Ridge High School,21.34,19.9,21.39,19.08,19.15,18.32,18.5,67.9,67.86,64.09,63.39,65.67,64.35,57,61.32,61.39,53.32,52.59,51.39
407028,Pea Ridge Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.72,71.44,74,71.06,73.89,72.99,52.63,59.75,57.66,60.51,55.39,52.32
440701,Benton County School of Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.99,73.84,73.69,76.18,74.89,72.36,60.65,61.63,60.56,71.7,65.85,66.01
440703,Benton Cty School of Arts High,22.76,21.23,24.57,21.48,20.14,21.12,19.74,85.54,75.13,78.06,69.71,68.65,71.51,64.81,61.04,68.39,57.1,54.68,65.15
442702,Northwest Arkansas Classical Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.79,82.26,81.1,80.17,83.12,83,66.93,66.78,64.93,71.53,60.71,60.53
501001,Alpena Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.99,68.79,69.7,60.08,68.65,69.59,59.97,51.83,51.46,47.04,51.1,52.95
501002,Alpena High School,18.66,18.88,17.53,18.41,18.42,19.23,19.57,70.02,72.58,75,69.43,70.26,63.97,55.36,59.64,59.05,54.46,53.66,50.91
502006,Bergman Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.43,74.74,75.31,72.38,76.56,74.12,59.82,63.2,61.71,61.61,54.91,53.29
502007,Bergman High School,20.99,20.32,20.67,19.13,20.36,19.23,21.66,70.32,71.2,70.35,70.41,72.8,73.33,58.06,58.11,57.53,57.18,51.76,59.3
502008,Bergman Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.5,78.68,79.33,75.17,76.5,73.47,62.37,65.78,64.67,59.25,60.07,58.66
503011,Eagle Heights Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.79,83.13,81.05,N/A,N/A,N/A,70.81,68.8,64.48,N/A,N/A,N/A
503012,Forest Heights Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.08,82.32,80.21,72.62,75.66,71.03,69.08,68.9,62.65,68.44,62.58,57.22
503013,Skyline Heights Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.97,82.32,79.62,75.21,74.45,74.91,64.8,63.74,64.2,65.49,57.36,53.86
503014,Woodland Heights Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.3,74.42,N/A,N/A,N/A,N/A,58.29,57.61,N/A,N/A,N/A,N/A
503015,Harrison Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.94,N/A,N/A,N/A,N/A,N/A,58.22,N/A,N/A,N/A,N/A,N/A
503016,Harrison High School,20.74,N/A,N/A,N/A,N/A,N/A,N/A,71.51,N/A,N/A,N/A,N/A,N/A,53.83,N/A,N/A,N/A,N/A,N/A
503018,Harrison Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.08,79.02,76.43,76.57,78.51,78,66.06,61.15,58.72,66.65,60.4,62.94
504022,Omaha Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.32,68.38,69.82,72.16,66.9,69.1,57.58,51.86,52.71,59.83,51.4,52.01
504023,Omaha High School,20.26,19.52,19.94,19.39,17.88,20.2,22.05,71.78,69.02,71.29,64.71,68.37,62.84,62.92,52.24,52.76,55.93,50.81,52.14
505026,Valley Springs Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.46,82.28,72.78,70.3,70.14,77.96,65.77,69.63,68.21,66.04,58.66,61.16
505027,Valley Springs High School,21.88,20.69,20.74,19.83,19.83,19.79,20.09,75.79,70.15,76.81,77,74.97,74.18,61.43,52.08,61.64,62.6,57.61,61
505028,Valley Springs Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.19,84.66,83.55,80.21,79.49,78.31,69.72,70.54,72.19,68.29,66,63.02
506031,Lead Hill Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.65,71.42,68.23,62.89,61.45,57.54,58.42,54.86,54.55,54.22,42.53,41.71
506032,Lead Hill High School,17.32,17.39,19.7,19.57,17.24,17.5,21,69.02,68.01,62.46,59.6,63.64,62.94,46.77,51.86,48.42,43.48,45.06,48.66
601006,Hermitage Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.98,70.61,69.02,66.74,67.08,64.93,48.89,56.79,55.88,58.6,56.96,49.15
601007,Hermitage High School,16.31,17.11,18.84,18.92,17.05,18.87,15.87,67.74,64.71,63.99,61.99,62.44,65.37,53.29,53.26,50.72,49.47,54.19,50.11
602014,Warren High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
602015,Warren Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
602701,Eastside New Vision Charter Sc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.46,N/A,N/A,N/A,N/A,N/A,57.71,N/A,N/A,N/A,N/A,N/A
602704,Brunson New Vision Charter School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.37,65.19,N/A,N/A,N/A,N/A,40.59,45.08,N/A,N/A,N/A,N/A
701001,Hampton Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.39,62.79,63.19,63.3,60.44,63.16,42.78,49.76,55.61,59.29,58.82,52.29
701002,Hampton High School,16.8,17.49,16.63,16.68,16.88,17.32,17.03,59.84,61.01,62.12,60.88,60.93,60.31,43.97,50.2,50.62,49.18,52.07,52.44
801001,Berryville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.47,68.81,71.59,68.46,67.91,66.58,60.17,59.22,64.22,76.98,51.86,51.38
801002,Berryville High School,19.53,19.62,19.74,19.59,19.25,18.41,19.25,68.46,67.02,68.16,63.9,64.42,65.94,52,52.77,53.47,54.35,54,54.42
801003,Berryville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.85,69.7,68.71,63.37,66.86,63.68,54.83,51.36,50.62,51.19,48.62,48.23
801004,Berryville Intermediate Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.54,66.8,69.07,63.98,66.64,65.55,47.34,45.87,47.38,47.15,43.41,44.52
802006,Eureka Springs Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.41,70.14,70.38,72.07,75.36,74.24,53.43,47.25,42.48,55.84,46.7,51.49
802007,Eureka Springs High School,19.91,20.81,23.09,20.6,19.73,19.44,19.86,75.6,77.52,72.33,70.26,78.4,74.84,55.86,60.59,59.6,57.74,63.04,61.77
802008,Eureka Springs Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.3,77.13,79.6,68.4,69.8,69.82,64.38,60.4,60.51,51.63,45.18,46.46
803011,Green Forest Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.84,76.93,79.51,79.03,75.85,74.27,65.15,66.69,61.47,63.53,59.86,59.63
803012,Green Forest High School,20.91,19.12,18.12,18.53,18.17,15.97,17.19,65.4,64.36,63.79,61.12,61.6,59.78,52.86,52.61,50.09,50.7,47.08,48.61
803013,Green Forest Intermed School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.5,66.68,67.62,64.12,66.61,65.38,49.53,48.67,49.82,47.89,48.8,47.95
901001,Dermott Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.08,58.9,62.98,53.85,55.38,60.47,45.54,47.46,48.93,44.59,44.04,49.54
901003,Dermott High School,16.57,16.67,15.47,15.83,15.77,14.39,15.18,60.98,59.72,57.34,50.93,53.53,57.14,43.7,47.95,46.22,40.34,32.93,39.71
903007,Eudora Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.31,56.27,68.87,57.99,66.93,71.62,65.1,67.47,75.93,64.29,59.92,64.09
903016,Lakeside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.33,60.17,60.78,57.06,57.44,57.67,43.74,47.32,48.67,42.06,39.93,43.22
903017,Lakeside Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.4,62.31,62.45,58.97,59.08,59.36,51.27,50.48,54.31,49.04,49.72,51.35
903018,Lakeside High School,16.8,16.91,15.84,16.27,16.84,15.86,15.38,59.65,58.4,61.16,54.67,58.25,60.28,40.03,46.3,49.2,49.86,50.63,48.64
1002006,Central Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.46,62.92,66.48,N/A,N/A,N/A,57.19,58.99,63.18,N/A,N/A,N/A
1002007,Louisa Perritt Primary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.93,63.74,69.8,65.38,64.71,64.02,67,64.49,85.35,71.95,56.75,62.5
1002008,Peake Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.71,66.26,65.8,62.04,62.91,61.65,54.89,52.94,50.23,49.67,44.7,46.7
1002009,Goza Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.31,69.01,69.81,62.44,66.99,64.26,58.62,58.96,57.38,50.06,52.29,46.41
1002010,Arkadelphia High School,19.93,20.07,19.73,20.01,19.5,18.36,18.5,65.59,64.63,65.17,58.23,61.99,63.32,56.89,56.53,56.16,49.01,50.63,49.62
1003016,Gurdon Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.04,58.05,61.79,61.91,65.95,63.48,53.38,47.55,58.7,51.69,50.33,46.91
1003017,Cabe Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.72,64.23,64.76,58.85,59.19,65.08,46.58,45.29,47.43,40.57,38.48,43.45
1003018,Gurdon High School,19.54,19.06,16.66,17.9,17.38,17.08,17.65,58.61,57.01,55.91,54.23,52.67,56.63,47.17,41.34,43.79,42.64,36.53,47.79
1101004,Corning High School,19.95,19.88,18.42,20.02,18.04,17.19,18.1,70.21,65.79,69.97,62.91,66.84,65.21,56.86,56.22,53.06,52.59,58.61,55.97
1101005,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.12,69.24,69.43,N/A,N/A,N/A,51.14,52.83,54.74,N/A,N/A,N/A
1101006,Park Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.33,70.66,72.39,70.35,74.7,67.58,59.26,62.32,74.46,63.06,63.57,55.65
1104017,Piggott Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.24,68.16,71.46,64.3,65.96,64.96,56.92,56.07,57.28,47.45,48.65,53.46
1104018,Piggott High School,19.08,20.02,17.31,17.13,17.32,17.49,16.4,63.67,61.91,64.62,61.01,63.03,60.51,51.55,53.79,51.85,48.63,49.93,49.17
1106022,Rector Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.8,67.31,70.34,64.34,62.11,62.77,67.55,56.22,60.57,55.78,54.88,51.42
1106023,Rector High School,18.54,18.91,18.39,19.38,17.17,17.54,19.37,64.47,65.11,66.01,63.51,62.45,64.06,49.9,55.18,52.87,51.2,45.04,49
1201001,Concord Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.35,71.15,70.59,63.05,67.84,67.08,65.56,59.23,62.52,52.82,54.73,45.85
1201002,Concord High School,20.2,20.67,21.04,20.36,18.81,18.46,18.58,78.64,75.85,75.66,71.33,75.55,72.18,61.72,56.03,59.26,56.35,54.47,55.42
1202005,Heber Springs Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.1,75.42,78.05,70.21,69.43,69.4,60.41,63.79,65.34,64.67,61.09,59.14
1202006,Heber Springs High School,20.61,19.47,20.68,21.14,20.54,20.21,21.07,72.72,71.35,72.22,70.85,68.89,71.29,60.78,53.26,57.75,62.76,56.27,58.35
1202007,Heber Springs Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.53,82.79,81.74,76.75,76.48,74.12,65.68,70.67,64.29,63.57,60.81,60.37
1203010,Quitman Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.93,78.98,69.93,65.86,66.8,64.97,72.83,73.13,54.45,57.51,52.02,52.43
1203011,Quitman High School,19.05,18.91,19.84,20.62,17.83,20.31,18.36,74.85,72.62,72.01,67.69,70.14,71.03,62.9,58.77,52.98,53.99,56.49,56.7
